sail,May 08, 15:59,52.85
sail,May 09, 10:10,52.80
sail,May 09, 10:21,52.70
sail,May 09, 10:28,52.80
sail,May 09, 10:40,52.85
sail,May 09, 10:51,52.85
sail,May 09, 10:53,52.95
sail,May 09, 11:11,53.00
sail,May 09, 11:21,53.10
sail,May 09, 11:31,53.15
sail,May 09, 11:38,52.95
sail,May 09, 11:51,53.05
sail,May 09, 12:01,53.15
sail,May 09, 12:10,53.05
sail,May 09, 12:19,53.05
sail,May 09, 12:32,53.15
sail,May 09, 12:41,53.15
sail,May 09, 12:47,52.90
sail,May 09, 12:58,52.90
sail,May 09, 13:12,52.25
sail,May 09, 13:21,52.05
sail,May 09, 13:32,52.15
sail,May 09, 13:42,52.00
sail,May 09, 13:51,52.05
sail,May 09, 14:01,52.20
sail,May 09, 14:12,52.20
sail,May 09, 14:22,52.30
sail,May 09, 14:28,52.30
sail,May 09, 14:42,52.45
sail,May 09, 14:52,52.35
sail,May 09, 14:58,52.20
sail,May 09, 15:12,52.10
sail,May 09, 15:23,52.00
sail,May 09, 15:31,52.15
sail,May 09, 15:31,52.15
sail,May 09, 15:53,52.15
sail,May 09, 15:58,52.15
sail,May 09, 15:58,52.15
sail,May 09, 15:58,52.15
sail,May 09, 15:58,52.15
sail,May 09, 15:58,52.85
sail,May 09, 15:58,52.85
sail,May 09, 15:58,52.85
sail,May 09, 15:58,52.85
sail,May 09, 15:58,52.85
sail,May 09, 15:58,52.85
sail,May 10, 10:08,52.35
sail,May 10, 10:17,52.50
sail,May 10, 10:28,52.40
sail,May 10, 10:38,52.50
sail,May 10, 10:49,52.55
sail,May 10, 10:59,52.85
sail,May 10, 11:09,52.90
sail,May 10, 11:19,52.90
sail,May 10, 11:29,53.15
sail,May 10, 11:39,52.95
sail,May 10, 11:49,53.05
sail,May 10, 11:57,53.15
sail,May 10, 12:06,53.00
sail,May 10, 12:19,53.20
sail,May 10, 12:27,53.30
sail,May 10, 12:41,53.05
sail,May 10, 12:51,52.75
sail,May 10, 13:01,52.80
sail,May 10, 13:11,51.75
sail,May 10, 13:21,52.25
sail,May 10, 13:31,52.20
sail,May 10, 13:40,52.50
sail,May 10, 13:52,52.35
sail,May 10, 14:01,52.35
sail,May 10, 14:12,52.60
sail,May 10, 14:23,52.50
sail,May 10, 14:32,52.65
sail,May 10, 14:43,52.45
sail,May 10, 14:52,52.75
sail,May 10, 15:03,52.60
sail,May 10, 15:14,52.60
sail,May 10, 15:24,52.45
sail,May 10, 15:32,52.50
sail,May 13, 10:07,52.30
sail,May 13, 10:13,52.35
