adani_power,May 08, 15:59,41.35
adani_power,May 09, 10:10,41.25
adani_power,May 09, 10:19,41.15
adani_power,May 09, 10:30,41.35
adani_power,May 09, 10:37,41.35
adani_power,May 09, 10:50,41.55
adani_power,May 09, 11:00,41.50
adani_power,May 09, 11:06,41.40
adani_power,May 09, 11:20,41.50
adani_power,May 09, 11:27,41.40
adani_power,May 09, 11:40,41.25
adani_power,May 09, 11:51,40.90
adani_power,May 09, 11:57,41.10
adani_power,May 09, 12:11,41.10
adani_power,May 09, 12:20,41.05
adani_power,May 09, 12:31,41.00
adani_power,May 09, 12:38,41.10
adani_power,May 09, 12:47,41.15
adani_power,May 09, 13:02,41.00
adani_power,May 09, 13:12,41.00
adani_power,May 09, 13:22,41.00
adani_power,May 09, 13:32,40.95
adani_power,May 09, 13:39,41.10
adani_power,May 09, 13:50,40.70
adani_power,May 09, 13:56,40.75
adani_power,May 09, 14:06,40.85
adani_power,May 09, 14:23,40.95
adani_power,May 09, 14:33,40.90
adani_power,May 09, 14:42,40.95
adani_power,May 09, 14:48,40.90
adani_power,May 09, 15:02,40.75
adani_power,May 09, 15:12,40.95
adani_power,May 09, 15:20,40.85
adani_power,May 09, 15:29,40.95
adani_power,May 09, 15:42,40.95
adani_power,May 09, 15:50,40.95
adani_power,May 09, 15:58,40.95
adani_power,May 09, 15:58,40.95
adani_power,May 09, 15:58,40.95
adani_power,May 09, 15:58,40.95
adani_power,May 09, 15:58,41.35
adani_power,May 09, 15:58,41.35
adani_power,May 09, 15:58,41.35
adani_power,May 09, 15:58,41.35
adani_power,May 09, 15:58,41.35
adani_power,May 09, 15:58,41.35
adani_power,May 10, 10:08,41.15
adani_power,May 10, 10:17,41.25
adani_power,May 10, 10:28,41.25
adani_power,May 10, 10:37,41.25
adani_power,May 10, 10:47,41.10
adani_power,May 10, 10:59,41.35
adani_power,May 10, 11:08,41.30
adani_power,May 10, 11:14,41.40
adani_power,May 10, 11:29,41.35
adani_power,May 10, 11:37,41.35
adani_power,May 10, 11:49,41.55
adani_power,May 10, 11:52,41.50
adani_power,May 10, 12:09,41.75
adani_power,May 10, 12:19,41.80
adani_power,May 10, 12:27,42.00
adani_power,May 10, 12:39,42.00
adani_power,May 10, 12:51,41.75
adani_power,May 10, 13:01,41.75
adani_power,May 10, 13:11,41.65
adani_power,May 10, 13:20,41.70
adani_power,May 10, 13:30,41.40
adani_power,May 10, 13:40,41.50
adani_power,May 10, 13:51,41.35
adani_power,May 10, 14:02,41.40
adani_power,May 10, 14:10,41.50
adani_power,May 10, 14:23,41.35
adani_power,May 10, 14:33,41.50
adani_power,May 10, 14:42,41.50
adani_power,May 10, 14:51,41.60
adani_power,May 10, 15:03,41.55
adani_power,May 10, 15:14,41.40
adani_power,May 10, 15:22,41.40
adani_power,May 10, 15:31,41.45
adani_power,May 13, 10:06,40.55
adani_power,May 13, 10:14,40.80
adani_power,May 13, 10:21,40.75
adani_power,May 13, 10:27,40.95
adani_power,May 13, 10:31,40.90
adani_power,May 13, 10:44,40.75
adani_power,May 13, 10:50,40.80
adani_power,May 13, 10:57,40.60
adani_power,May 13, 11:03,40.20
adani_power,May 13, 11:09,40.00
adani_power,May 13, 11:13,39.85
adani_power,May 13, 11:21,39.70
adani_power,May 13, 11:27,39.55
adani_power,May 13, 11:34,39.50
adani_power,May 13, 11:39,39.55
adani_power,May 13, 11:46,39.55
adani_power,May 13, 11:50,39.50
adani_power,May 13, 11:57,39.35
adani_power,May 13, 12:02,39.35
adani_power,May 13, 12:09,39.50
adani_power,May 13, 12:16,39.55
adani_power,May 13, 12:22,39.60
adani_power,May 13, 12:28,39.55
adani_power,May 13, 12:34,39.55
adani_power,May 13, 12:39,39.30
adani_power,May 13, 12:45,39.25
adani_power,May 13, 12:51,39.20
adani_power,May 13, 12:58,39.15
adani_power,May 13, 13:04,39.20
adani_power,May 13, 13:10,39.25
adani_power,May 13, 13:16,39.15
adani_power,May 13, 13:23,39.20
adani_power,May 13, 13:28,39.25
adani_power,May 13, 13:34,39.05
adani_power,May 13, 13:40,38.90
adani_power,May 13, 13:47,38.85
adani_power,May 13, 13:53,38.45
adani_power,May 13, 13:59,38.70
adani_power,May 13, 14:03,38.80
adani_power,May 13, 14:10,38.90
adani_power,May 13, 14:17,38.70
adani_power,May 13, 14:23,38.70
adani_power,May 13, 14:29,38.40
adani_power,May 13, 14:33,38.50
adani_power,May 13, 14:41,38.70
adani_power,May 13, 14:47,39.00
adani_power,May 13, 14:52,38.90
adani_power,May 13, 14:59,38.75
adani_power,May 13, 15:06,38.65
adani_power,May 13, 15:12,38.50
adani_power,May 13, 15:17,38.45
adani_power,May 13, 15:22,38.50
adani_power,May 13, 15:29,38.40
adani_power,May 14, 10:52,38.95
adani_power,May 14, 10:52,38.95
adani_power,May 14, 10:57,39.25
adani_power,May 14, 10:57,39.25
adani_power,May 14, 11:02,39.40
adani_power,May 14, 11:07,39.45
adani_power,May 14, 11:07,39.45
adani_power,May 14, 11:17,39.70
adani_power,May 14, 11:17,39.70
adani_power,May 14, 11:22,40.10
adani_power,May 14, 11:29,40.45
adani_power,May 14, 11:29,40.45
adani_power,May 14, 11:38,40.30
adani_power,May 14, 11:41,40.50
adani_power,May 14, 11:41,40.50
adani_power,May 14, 11:49,40.65
adani_power,May 14, 11:49,40.65
adani_power,May 14, 11:58,40.55
adani_power,May 14, 11:58,40.55
adani_power,May 14, 12:06,40.45
adani_power,May 14, 12:06,40.45
adani_power,May 14, 12:14,40.35
adani_power,May 14, 12:14,40.35
adani_power,May 14, 12:23,40.60
adani_power,May 14, 12:23,40.60
adani_power,May 14, 12:32,40.55
adani_power,May 14, 12:32,40.55
adani_power,May 14, 12:39,40.60
adani_power,May 14, 12:39,40.60
adani_power,May 14, 12:47,40.70
adani_power,May 14, 12:47,40.70
adani_power,May 14, 12:57,40.80
adani_power,May 14, 12:57,40.80
adani_power,May 14, 13:04,40.75
adani_power,May 14, 13:04,40.75
