Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
10-January-2017,33.05,33.60,32.90,33.50,33.333602107860749727,718074,2777,23935993.00,268249,37.36,0.70,0.45
9-January-2017,32.85,33.00,32.30,32.85,32.759472330393543936,656623,1431,21510623.00,142293,21.67,0.70,0.00
6-January-2017,32.25,33.00,32.20,32.65,32.667042867877131681,996807,3170,32562737.00,240548,24.13,0.80,0.40
5-January-2017,32.00,32.75,31.70,32.60,32.306202089892348445,1393756,4008,45026963.00,385587,27.67,1.05,0.60
4-January-2017,30.65,31.85,30.65,31.60,31.330912943948102843,1064567,2758,33353856.00,248106,23.31,1.20,0.95
3-January-2017,30.50,30.90,30.20,30.70,30.624326911166912518,444035,1231,13598273.00,93492,21.06,0.70,0.20
2-January-2017,30.35,30.75,29.20,30.55,30.007566673688979140,1262642,2196,37888814.00,217099,17.19,1.55,0.20
30-December-2016,30.60,30.70,29.90,30.10,30.197461126200849481,877712,1499,26504674.00,178742,20.36,0.80,-0.50
29-December-2016,28.85,30.35,28.85,30.10,29.713156894945830677,652768,1611,19395798.00,226243,34.66,1.50,1.25
28-December-2016,29.40,29.40,28.40,28.85,28.812613540565892117,673768,1365,19413017.00,124806,18.52,1.00,-0.55
27-December-2016,27.90,29.00,27.40,28.50,28.036030135799532819,870327,1553,24400514.00,170183,19.55,1.60,0.60
26-December-2016,29.05,29.05,27.80,27.95,28.430467538121718533,656909,1542,18676230.00,154307,23.49,1.25,-1.10
23-December-2016,29.55,29.60,28.70,29.10,29.149588905336839453,960606,1762,28001270.00,173898,18.10,0.90,-0.45
22-December-2016,30.50,30.50,29.20,29.30,29.594625702045702639,909663,2168,26921136.00,178472,19.62,1.30,-1.20
21-December-2016,30.60,31.10,30.40,30.55,30.756368351387125530,555285,913,17078550.00,136742,24.63,0.70,-0.05
20-December-2016,31.50,31.85,30.15,30.35,30.839853970923557093,1236740,5178,38140881.00,232330,18.79,1.70,-1.15
19-December-2016,31.95,32.15,31.40,31.50,31.751160184923771880,680064,2062,21592821.00,217006,31.91,0.75,-0.45
16-December-2016,32.70,32.90,31.80,32.00,32.362479492501797034,891747,1880,28859144.00,224335,25.16,1.10,-0.70
15-December-2016,31.50,32.85,31.45,32.60,32.372554438664500653,1364104,2539,44159531.00,381058,27.93,1.40,1.10
14-December-2016,32.50,32.50,31.75,31.85,32.015981952180883760,789015,1242,25261090.00,262795,33.31,0.75,-0.65
13-December-2016,32.05,32.55,31.65,32.25,32.110760353262777086,982951,2300,31563304.00,240318,24.45,0.90,0.20
12-December-2016,31.85,32.75,31.55,31.95,32.080675672836523310,1189925,2497,38173598.00,253087,21.27,1.20,0.10
9-December-2016,31.80,32.10,31.40,31.80,31.692819305411413506,943321,3910,29896502.00,339057,35.94,0.70,0.00
8-December-2016,32.00,32.35,31.30,31.65,31.792137835552386795,1447464,5409,46017975.00,426088,29.44,1.05,-0.35
7-December-2016,32.45,33.95,31.20,31.80,32.401690624079979741,3885784,9548,125905971.00,772727,19.89,2.75,-0.65
6-December-2016,31.90,32.60,31.75,32.15,32.096370798828717470,2907582,8353,93322830.00,873350,30.04,0.85,0.25
5-December-2016,29.10,31.60,28.90,31.05,30.405916415231753628,3075680,8766,93518869.00,1178406,38.31,2.70,1.95
2-December-2016,28.90,29.55,28.45,29.05,29.105870131594231758,1506525,5917,43848721.00,418300,27.77,1.10,0.15
1-December-2016,28.65,29.70,28.25,29.10,29.007578258940677629,1762674,5144,51130904.00,591532,33.56,1.45,0.45
30-November-2016,28.35,28.80,28.00,28.65,28.502898131357948480,1555140,3539,44325997.00,510113,32.80,0.80,0.30
29-November-2016,27.35,28.45,26.90,28.20,27.825014283225678642,2175629,4714,60536908.00,693389,31.87,1.55,0.85
28-November-2016,24.60,27.30,24.45,27.15,26.409386501104105994,2499760,4854,66017128.00,696959,27.88,2.85,2.55
25-November-2016,24.65,24.65,24.30,24.50,24.450502611302663937,562363,1160,13750058.00,186862,33.23,0.35,-0.15
24-November-2016,24.55,24.70,23.85,24.15,24.266441892670630800,779153,1882,18907271.00,189010,24.26,0.85,-0.40
23-November-2016,24.25,24.85,24.05,24.65,24.529558943939388614,853701,1894,20940909.00,374061,43.82,0.80,0.40
22-November-2016,24.00,24.20,23.60,24.00,23.924797537616270180,398963,914,9545109.00,128463,32.20,0.60,0.00
21-November-2016,24.70,24.95,23.70,23.90,24.183402032549214696,562840,1330,13611386.00,178319,31.68,1.25,-0.80
18-November-2016,24.50,24.70,24.35,24.55,24.545228400575967770,395161,841,9699317.00,102420,25.92,0.35,0.05
17-November-2016,24.05,24.85,24.00,24.45,24.510081189431600520,544529,908,13346450.00,88756,16.30,0.85,0.40
16-November-2016,24.65,24.80,24.00,24.05,24.289958001344736525,615734,1027,14956153.00,173122,28.12,0.80,-0.60
15-November-2016,25.10,25.10,24.25,24.35,24.660613678969000535,1191698,1714,29388004.00,417954,35.07,0.85,-0.75
11-November-2016,25.50,25.70,24.90,25.15,25.214203674599270894,770533,1516,19428376.00,170577,22.14,0.80,-0.35
10-November-2016,25.15,26.25,25.15,25.85,25.821909761865084884,1452202,1725,37498629.00,359357,24.75,1.10,0.70
9-November-2016,24.75,24.90,23.35,24.60,24.049519363849717001,2091707,7416,50304548.00,686534,32.82,1.55,-0.15
8-November-2016,26.00,26.05,25.55,25.90,25.830512085374109027,502260,993,12973633.00,89818,17.88,0.50,-0.10
7-November-2016,25.50,26.30,25.50,25.80,25.949785679879517337,656028,1191,17023786.00,159142,24.26,0.80,0.30
4-November-2016,26.45,26.45,25.20,25.40,25.631757490563055960,1385777,2600,35519900.00,513965,37.09,1.25,-1.05
3-November-2016,26.55,26.95,26.10,26.25,26.507103667527619072,617146,1206,16358753.00,150120,24.32,0.85,-0.30
2-November-2016,26.65,26.95,26.50,26.55,26.659116387752069910,592296,1099,15790088.00,151396,25.56,0.45,-0.10
1-November-2016,27.40,27.60,27.05,27.20,27.282383548313424091,704949,1018,19232689.00,180292,25.58,0.55,-0.20
30-October-2016,27.55,27.65,27.20,27.30,27.405758564098302760,385096,612,10553848.00,123734,32.13,0.45,-0.25
28-October-2016,26.45,27.60,26.20,27.30,27.043351883319521257,2439894,2255,65982912.00,641350,26.29,1.40,0.85
27-October-2016,25.95,27.20,25.70,26.80,26.544786375961592951,1746971,2462,46372972.00,327079,18.72,1.50,0.85
26-October-2016,25.80,26.60,25.75,26.00,26.238949176420145676,783652,1331,20562205.00,198876,25.38,0.85,0.20
25-October-2016,26.90,27.00,25.45,25.80,25.892080373294780024,3553867,3374,92017010.00,1339763,37.70,1.55,-1.10
24-October-2016,27.90,28.25,26.80,26.95,27.498172941966192713,1638700,2772,45061256.00,366460,22.36,1.45,-0.95
21-October-2016,27.70,27.80,27.40,27.70,27.630179718374035032,456492,994,12612956.00,156780,34.34,0.40,0.00
20-October-2016,27.35,27.70,27.05,27.60,27.401055744192844775,889420,1843,24371047.00,224054,25.19,0.65,0.25
19-October-2016,26.70,27.30,26.60,27.05,26.991345978201303050,1182456,1788,31916079.00,255299,21.59,0.70,0.35
18-October-2016,26.55,27.05,26.50,26.70,26.771445583816483688,977439,1771,26167455.00,275366,28.17,0.55,0.15
17-October-2016,26.40,26.80,25.50,26.40,26.273639367555397680,1173921,1817,30843177.00,258623,22.03,1.30,0.00
14-October-2016,25.35,26.50,25.20,26.05,25.839330616732545623,1080517,1554,27919836.00,372196,34.45,1.30,0.70
13-October-2016,25.85,25.85,25.05,25.25,25.312385659352714399,606193,1206,15344191.00,218774,36.09,0.80,-0.60
10-October-2016,25.80,26.15,25.75,25.95,25.935639097010848357,410016,913,10634027.00,178072,43.43,0.40,0.15
7-October-2016,25.65,26.45,25.25,25.90,25.680723936732777982,841510,1595,21610586.00,201127,23.90,1.20,0.25
6-October-2016,25.85,26.35,25.30,25.45,25.853330903066881220,927196,1612,23971105.00,235160,25.36,1.05,-0.40
5-October-2016,25.80,26.00,25.65,25.70,25.819715585060402073,505529,955,13052615.00,171265,33.88,0.35,-0.10
4-October-2016,25.70,26.00,25.50,25.75,25.791067978413911035,495319,1073,12774806.00,178198,35.98,0.50,0.05
3-October-2016,25.35,25.90,25.10,25.70,25.489215456163142323,732808,1514,18678701.00,291314,39.75,0.80,0.35
30-September-2016,25.70,25.70,24.70,24.95,24.975656405236328097,1260578,2075,31483763.00,511785,40.60,1.00,-0.75
29-September-2016,27.65,27.65,24.75,25.15,26.045542028842631439,1785274,3182,46498429.00,620313,34.75,2.90,-2.50
28-September-2016,27.30,27.55,27.25,27.40,27.440430386602568055,372967,729,10234375.00,134115,35.96,0.30,0.10
27-September-2016,27.60,27.75,27.30,27.35,27.484044565680404488,377959,649,10387842.00,130911,34.64,0.45,-0.25
26-September-2016,27.90,28.00,27.45,27.55,27.731247307857977970,455028,757,12618494.00,135723,29.83,0.55,-0.35
23-September-2016,27.35,28.20,27.35,27.80,27.957017446228331339,575024,882,16075956.00,157338,27.36,0.85,0.45
22-September-2016,28.00,28.10,27.55,27.90,27.820540170575503437,450006,713,12519410.00,170278,37.84,0.55,-0.10
21-September-2016,27.90,28.05,27.50,27.65,27.773440235567233435,362699,610,10073399.00,93809,25.86,0.55,-0.25
20-September-2016,27.80,28.25,27.75,27.90,27.983980396473974769,735786,1222,20590221.00,237236,32.24,0.50,0.10
19-September-2016,27.75,27.85,27.45,27.65,27.631424841240667739,473358,1102,13079556.00,146259,30.90,0.40,-0.10
16-September-2016,27.50,28.00,27.20,27.60,27.680373378416671869,832828,1541,23052990.00,197816,23.75,0.80,0.10
15-September-2016,27.80,27.85,27.35,27.50,27.578195466690108391,375399,898,10352827.00,116177,30.95,0.50,-0.30
14-September-2016,27.30,27.90,27.25,27.80,27.656097804094523439,571837,1106,15814780.00,132102,23.10,0.65,0.50
12-September-2016,28.00,28.70,27.10,27.35,27.893776848145674589,1112507,2533,31032022.00,378879,34.06,1.60,-0.65
9-September-2016,27.85,29.30,27.80,28.85,28.795278227113361324,2702756,4390,77826611.00,672783,24.89,1.50,1.00
8-September-2016,27.50,27.85,27.30,27.65,27.620087477137573830,495901,868,13696829.00,117981,23.79,0.55,0.15
7-September-2016,27.25,27.70,27.05,27.45,27.404133041133072291,577686,899,15830984.00,167755,29.04,0.65,0.20
6-September-2016,27.20,27.60,27.05,27.10,27.290694866133038918,405776,702,11073909.00,158051,38.95,0.55,-0.10
2-September-2016,26.95,27.30,26.75,27.20,27.078644933523623525,306199,666,8291454.00,103650,33.85,0.55,0.25
1-September-2016,27.70,27.85,26.60,26.85,27.189643753338917154,593381,1135,16133818.00,186862,31.49,1.25,-0.85
31-August-2016,27.45,28.10,27.25,27.70,27.741794567468895397,664773,1156,18441996.00,216659,32.59,0.85,0.25
30-August-2016,27.20,27.70,27.20,27.55,27.477033242781779766,443946,914,12198319.00,210619,47.44,0.50,0.35
29-August-2016,27.20,27.25,26.70,27.15,27.018855488136529458,590173,899,15945799.00,236510,40.07,0.55,-0.05
26-August-2016,27.70,27.70,26.80,27.15,27.111832139265182462,644296,1043,17468045.00,171993,26.69,0.90,-0.55
25-August-2016,28.15,28.30,27.25,27.55,27.897120578460587219,465788,900,12994144.00,160134,34.38,1.05,-0.60
24-August-2016,27.80,28.10,27.75,28.00,27.969194227634042191,306079,507,8560783.00,122316,39.96,0.35,0.20
23-August-2016,28.10,28.35,27.80,27.90,28.025098741973191618,388386,714,10884556.00,148842,38.32,0.55,-0.20
22-August-2016,28.25,28.30,27.60,28.10,28.070844723130306715,448135,938,12579528.00,178301,39.79,0.70,-0.15
19-August-2016,27.75,28.20,27.55,27.95,27.932891389128107062,610786,979,17061019.00,216500,35.45,0.65,0.20
18-August-2016,27.70,28.05,27.55,27.65,27.725688232373851384,427036,759,11839867.00,175224,41.03,0.50,-0.05
17-August-2016,26.95,27.85,26.95,27.65,27.385733697763519801,579169,1047,15860968.00,175676,30.33,0.90,0.70
16-August-2016,26.95,27.20,26.50,27.10,26.913325579135336062,658568,1223,17724255.00,222777,33.83,0.70,0.15
12-August-2016,27.35,27.35,26.70,26.80,26.950683623527033925,573927,1019,15467725.00,217849,37.96,0.65,-0.55
11-August-2016,26.90,27.50,26.55,27.20,26.905548611335685150,711223,1244,19135845.00,190678,26.81,0.95,0.30
10-August-2016,27.50,27.85,26.55,26.75,27.087551029231025772,1133419,1913,30701545.00,398450,35.15,1.30,-0.75
9-August-2016,28.15,28.50,27.30,27.65,27.914322988164753704,2170804,3153,60596524.00,434913,20.03,1.20,-0.50
8-August-2016,27.35,28.30,27.25,28.05,27.830855466695068758,1389569,2358,38672894.00,352092,25.34,1.05,0.70
5-August-2016,26.30,27.45,26.25,27.15,26.742479357493603076,1453433,2115,38868402.00,374472,25.76,1.20,0.85
4-August-2016,26.60,26.90,26.10,26.30,26.457629544803893501,915166,1860,24213123.00,364708,39.85,0.80,-0.30
3-August-2016,27.00,27.05,26.25,26.50,26.687582776357532263,1038944,1960,27726904.00,381720,36.74,0.80,-0.50
2-August-2016,27.50,27.60,26.90,27.00,27.229936684713971530,946217,1959,25765429.00,418643,44.24,0.70,-0.50
1-August-2016,27.95,28.40,27.00,27.45,27.586953950796040414,1877166,2745,51785292.00,914375,48.71,1.40,-0.50
29-July-2016,28.05,28.30,27.90,28.05,28.120319989013252763,728150,1220,20475811.00,323930,44.49,0.40,0.00
28-July-2016,28.45,28.55,27.95,28.05,28.263670627613502337,858044,1514,24251473.00,427500,49.82,0.60,-0.40
27-July-2016,28.75,28.75,28.20,28.35,28.399356344330653389,596903,1293,16951661.00,295309,49.47,0.55,-0.40
26-July-2016,28.70,29.10,28.15,28.35,28.806257870151243514,1244417,2194,35846997.00,449775,36.14,0.95,-0.35
25-July-2016,28.50,28.50,28.30,28.45,28.417560061693933745,528415,863,15016265.00,303507,57.44,0.20,-0.05
22-July-2016,28.45,28.65,28.20,28.50,28.422665471861952474,504406,1204,14336563.00,217926,43.20,0.45,0.05
21-July-2016,28.80,28.80,28.25,28.35,28.511906926013452099,429078,1100,12233832.00,166136,38.72,0.55,-0.45
20-July-2016,28.50,28.90,28.00,28.70,28.634740612993221803,307899,934,8816608.00,89734,29.14,0.90,0.20
19-July-2016,28.70,28.70,28.10,28.40,28.392341147516694572,762673,1310,21654072.00,210890,27.65,0.60,-0.30
18-July-2016,29.10,29.15,28.15,28.30,28.708650793959150053,1029524,1894,29556245.00,397640,38.62,1.00,-0.80
15-July-2016,29.65,29.65,28.80,28.90,29.218779556192218851,906113,1743,26475516.00,350416,38.67,0.85,-0.75
14-July-2016,29.40,29.80,29.35,29.45,29.554427294287225175,682663,1288,20175714.00,203085,29.75,0.45,0.05
13-July-2016,30.00,30.30,29.50,29.65,29.858534411500449236,1391250,2135,41540686.00,472776,33.98,0.80,-0.35
12-July-2016,29.70,29.70,29.10,29.40,29.417015538064866331,589520,1195,17341919.00,236200,40.07,0.60,-0.30
11-July-2016,29.80,29.80,29.45,29.60,29.608032832011210930,399610,856,11831666.00,186108,46.57,0.35,-0.20
8-July-2016,29.55,30.05,29.15,29.25,29.386156905233168220,879601,1827,25848093.00,366520,41.67,0.90,-0.30
7-July-2016,30.15,30.45,29.90,29.95,30.113168844255665244,668859,1582,20141464.00,249028,37.23,0.55,-0.20
5-July-2016,30.45,30.90,30.00,30.15,30.353702950948807804,1584304,2179,48089493.00,820455,51.79,0.90,-0.30
4-July-2016,30.10,30.95,30.10,30.30,30.462828843677960115,1579854,2745,48126822.00,724170,45.84,0.85,0.20
1-July-2016,30.80,30.80,30.00,30.10,30.384712747709125842,1888253,1896,57374025.00,832073,44.07,0.80,-0.70
30-June-2016,30.80,31.00,29.80,30.35,30.284875044731486384,1724177,3082,52216485.00,701320,40.68,1.20,-0.45
29-June-2016,30.50,30.65,30.00,30.40,30.357281848124705918,658830,1321,20000288.00,206726,31.38,0.65,-0.10
28-June-2016,29.35,30.65,29.35,30.45,30.229971120788448315,1090750,2370,32973341.00,402480,36.90,1.30,1.10
27-June-2016,28.90,29.50,28.80,29.35,29.136680992947213469,507459,1030,14785671.00,114045,22.47,0.70,0.45
24-June-2016,29.00,29.10,27.15,28.90,28.308429052216201093,2187482,2953,61924179.00,644929,29.48,1.95,-0.10
23-June-2016,29.55,29.70,29.10,29.40,29.354921599561936009,445597,879,13080465.00,155854,34.98,0.60,-0.15
22-June-2016,30.00,30.30,29.40,29.55,29.732701920547224414,421911,766,12544554.00,104396,24.74,0.90,-0.45
21-June-2016,30.05,30.45,29.90,30.00,30.117239794410864561,548278,1145,16512620.00,183378,33.45,0.55,-0.05
20-June-2016,29.50,30.00,29.50,29.75,29.778238187400864389,274876,588,8185323.00,97117,35.33,0.50,0.25
17-June-2016,30.00,30.30,29.60,29.75,29.941750415131635958,426973,938,12784319.00,126471,29.62,0.70,-0.25
16-June-2016,29.90,30.20,29.55,29.90,29.813124651401178829,530696,998,15821706.00,164245,30.95,0.65,0.00
15-June-2016,30.45,30.45,30.00,30.20,30.150437541047207775,394363,864,11890217.00,168085,42.62,0.45,-0.25
14-June-2016,29.55,30.25,29.40,30.05,29.847205272150353917,700587,1515,20910564.00,196027,27.98,0.85,0.50
13-June-2016,29.60,29.60,29.00,29.35,29.244572658081703780,647877,1331,18946886.00,204660,31.59,0.60,-0.25
10-June-2016,30.00,30.30,29.60,29.70,29.888739430732925809,811078,1120,24242099.00,294343,36.29,0.70,-0.30
9-June-2016,31.15,31.50,29.70,29.90,30.419299161152685407,3895703,3626,118504555.00,1782096,45.75,1.80,-1.25
8-June-2016,30.00,31.25,29.70,30.70,30.300858425041431577,805545,1670,24408705.00,252796,31.38,1.55,0.70
7-June-2016,29.30,30.15,29.15,29.95,29.566302549512318374,577836,1518,17084474.00,172824,29.91,1.00,0.65
6-June-2016,29.70,29.70,28.75,29.10,29.075511483903834093,620303,998,18035627.00,142531,22.98,0.95,-0.60
3-June-2016,30.45,30.45,29.55,29.70,30.016300593676784412,421273,1255,12645057.00,121253,28.78,0.90,-0.75
2-June-2016,30.15,30.65,30.10,30.20,30.346218916069827168,737077,2148,22367500.00,201232,27.30,0.55,0.05
1-June-2016,30.05,30.50,29.55,29.75,30.064721648578584296,773806,2006,23264262.00,182412,23.57,0.95,-0.30
31-May-2016,30.70,30.70,29.30,29.80,29.938236272496816893,697432,1699,20879884.00,149377,21.42,1.40,-0.90
30-May-2016,30.15,30.50,29.75,30.15,30.127955695398390146,669005,1250,20155753.00,130051,19.44,0.75,0.00
27-May-2016,31.00,31.00,29.85,30.10,30.166503970565802372,1920759,3206,57942584.00,1173420,61.09,1.15,-0.90
26-May-2016,29.00,31.45,28.90,31.00,30.157627332887203509,1344900,2646,40558993.00,418742,31.14,2.55,2.00
25-May-2016,28.20,28.85,28.20,28.60,28.448995747238015994,346128,727,9846994.00,128216,37.04,0.65,0.40
24-May-2016,28.15,28.35,27.65,28.05,27.976288021033338123,424469,834,11875067.00,115185,27.14,0.70,-0.10
23-May-2016,28.60,28.65,27.95,28.00,28.252824877279025750,457542,955,12926854.00,157709,34.47,0.70,-0.60
20-May-2016,29.05,29.20,28.40,28.50,28.701008508559745649,683782,1172,19625233.00,259831,38.00,0.80,-0.55
19-May-2016,29.60,30.00,28.70,29.00,29.375732485475837002,1911642,1156,56155884.00,1416906,74.12,1.30,-0.60
18-May-2016,29.10,29.95,28.95,29.85,29.603033839376037951,579266,937,17148031.00,207906,35.89,1.00,0.75
17-May-2016,29.65,29.65,29.15,29.30,29.383272394653966896,402317,882,11821390.00,126796,31.52,0.50,-0.35
16-May-2016,29.75,30.30,29.20,29.45,29.533772890682207871,663698,1054,19601506.00,178776,26.94,1.10,-0.30
13-May-2016,29.80,30.25,29.40,29.65,29.812813950113770735,647794,1685,19312562.00,180779,27.91,0.85,-0.15
12-May-2016,30.45,30.60,30.00,30.25,30.205197345428355721,2071596,1372,62572966.00,1785273,86.18,0.60,-0.20
11-May-2016,29.50,30.60,29.20,30.10,30.062127680619256848,3113926,2214,93611241.00,2240748,71.96,1.40,0.60
10-May-2016,30.20,31.60,29.95,30.05,30.208768357819073052,4240087,2625,128087806.00,3393365,80.03,1.65,-0.15
9-May-2016,30.05,30.40,29.90,30.20,30.107635964800441898,3019697,1325,90915938.00,2406611,79.70,0.50,0.15
6-May-2016,29.95,30.40,29.60,30.00,30.016905344270124103,619804,1492,18604598.00,160236,25.85,0.80,0.05
5-May-2016,30.25,30.75,29.30,30.05,30.013257194475748010,1346137,3283,40401956.00,459830,34.16,1.45,-0.20
4-May-2016,32.90,32.90,30.10,30.45,31.607902650845746023,2475625,5746,78249314.00,673085,27.19,2.80,-2.45
3-May-2016,32.50,32.90,31.50,31.70,32.302698494492906210,1348715,2437,43567134.00,384994,28.55,1.40,-0.80
2-May-2016,31.65,32.85,31.60,32.30,32.358546850262175548,550776,1237,17822311.00,120328,21.85,1.25,0.65
29-April-2016,32.00,32.55,31.35,32.05,31.912794280958967527,704174,1144,22472160.00,176152,25.02,1.20,0.05
28-April-2016,32.30,32.55,31.80,32.20,32.115357975854377280,550079,1201,17665984.00,179714,32.67,0.75,-0.10
27-April-2016,32.75,32.95,32.20,32.35,32.564245288114413676,685023,1831,22307257.00,201794,29.46,0.75,-0.40
26-April-2016,33.00,33.15,32.55,32.75,32.770192026653134486,557683,1342,18275379.00,131226,23.53,0.60,-0.25
25-April-2016,33.70,34.05,32.75,33.00,33.185809168674228581,563702,1306,18706907.00,178888,31.73,1.30,-0.70
22-April-2016,34.40,34.50,33.90,34.05,34.173658444096570634,411388,850,14058633.00,109226,26.55,0.60,-0.35
21-April-2016,34.10,34.70,34.10,34.35,34.379157044379286783,578085,1069,19874075.00,167661,29.00,0.60,0.25
20-April-2016,35.15,35.55,34.40,34.55,34.785991069934565694,908392,1656,31599316.00,203347,22.39,1.15,-0.60
18-April-2016,34.95,35.45,34.25,35.15,35.033492237964729466,826072,1346,28940187.00,241533,29.24,1.20,0.20
13-April-2016,34.90,35.35,34.70,34.95,35.032372253935305310,722625,1550,25315268.00,285370,39.49,0.65,0.05
12-April-2016,34.55,35.35,34.10,34.70,34.770322648803858270,1003351,1686,34886838.00,176476,17.59,1.25,0.15
11-April-2016,33.90,34.70,33.50,34.60,34.134887055628009799,1186956,2143,40516609.00,219955,18.53,1.20,0.70
8-April-2016,32.60,33.70,32.35,33.55,33.220409757847074118,936846,2060,31122408.00,132082,14.10,1.35,0.95
7-April-2016,34.50,35.85,30.20,33.20,32.626235344630162868,6349038,17010,207145208.00,645675,10.17,5.65,-1.30
6-April-2016,33.50,34.55,32.85,34.20,33.724365650100049884,892055,2078,30083989.00,188187,21.10,1.70,0.70
5-April-2016,35.00,35.00,33.50,33.85,34.355235701413259982,1012128,2048,34771896.00,203170,20.07,1.50,-1.15
4-April-2016,35.20,36.10,34.90,35.15,35.363451771247250896,1315429,2679,46518110.00,411871,31.31,1.20,-0.05
1-April-2016,34.35,35.05,33.70,34.75,34.432714561859442712,1195541,2690,41165722.00,316243,26.45,1.35,0.40
31-March-2016,32.55,35.75,32.55,34.65,33.975873483051448057,2398730,4652,81498947.00,964629,40.21,3.20,2.10
30-March-2016,30.15,32.80,29.85,32.55,31.656466807262329557,1348548,3059,42690265.00,467763,34.69,2.95,2.40
29-March-2016,30.25,30.45,28.75,29.35,29.348149526813164115,881153,1547,25860210.00,313093,35.53,1.70,-0.90
28-March-2016,31.75,32.25,29.85,30.10,30.879775912779906893,1113138,1802,34373452.00,577328,51.86,2.40,-1.65
23-March-2016,31.45,32.00,31.35,31.75,31.752757730232991449,343489,908,10906723.00,138827,40.42,0.65,0.30
22-March-2016,31.10,31.65,30.85,31.45,31.342575418082533275,539128,1175,16897660.00,180597,33.50,0.80,0.35
21-March-2016,30.35,31.25,30.25,31.15,30.974266748804766376,563279,1404,17447154.00,193858,34.42,1.00,0.80
18-March-2016,30.10,30.45,29.90,30.30,30.188465718214528773,645051,992,19473100.00,247991,38.45,0.55,0.20
17-March-2016,30.00,30.35,29.70,29.95,30.151734057055667421,399785,857,12054211.00,134362,33.61,0.65,-0.05
16-March-2016,30.05,30.10,29.40,29.85,29.783979709264792563,391903,758,11672431.00,105773,26.99,0.70,-0.20
15-March-2016,29.70,30.30,29.70,29.90,30.023025028024658555,636047,960,19096055.00,213916,33.63,0.60,0.20
14-March-2016,29.85,30.30,29.75,30.05,29.997866885639660146,747733,870,22430395.00,335360,44.85,0.55,0.20
11-March-2016,29.50,30.25,29.25,29.90,29.860072362834313772,713626,1060,21308924.00,142429,19.96,1.00,0.40
10-March-2016,30.25,30.50,29.70,29.90,30.073964141751762289,499634,924,15025975.00,137828,27.59,0.80,-0.35
9-March-2016,29.60,30.40,29.35,30.25,29.920005066855063133,765761,1455,22911573.00,210371,27.47,1.05,0.65
8-March-2016,29.60,29.95,29.20,29.65,29.575823613704763873,570838,1145,16883004.00,145331,25.46,0.75,0.05
4-March-2016,29.15,30.10,29.15,29.40,29.579699671382730267,776283,1513,22962218.00,168086,21.65,0.95,0.25
3-March-2016,29.70,29.70,28.90,29.25,29.272634295932485900,617945,1065,18088878.00,205252,33.22,0.80,-0.45
2-March-2016,28.50,29.85,28.50,29.15,29.254180234451318788,1228400,2033,35935835.00,323089,26.30,1.35,0.65
1-March-2016,27.75,28.60,27.70,28.45,28.216407887241503655,574041,1400,16197375.00,206653,36.00,0.90,0.70
29-February-2016,28.30,28.65,26.75,27.50,27.912385590530425990,1179863,2261,32932791.00,199443,16.90,1.90,-0.80
26-February-2016,28.05,28.45,27.45,28.30,28.054827709877577268,889459,1825,24953619.00,291474,32.77,1.00,0.25
25-February-2016,27.80,28.15,27.40,27.75,27.734745148710115321,764642,1389,21207151.00,200388,26.21,0.75,-0.05
24-February-2016,26.95,27.80,26.70,27.55,27.364747275457514661,661946,1158,18113985.00,167159,25.25,1.10,0.60
23-February-2016,28.00,28.05,26.90,27.10,27.406599831870255709,879083,1109,24092676.00,338024,38.45,1.15,-0.90
22-February-2016,27.75,28.35,27.55,28.05,28.015830584309710688,738444,1320,20688122.00,256496,34.73,0.80,0.30
19-February-2016,27.10,27.95,27.10,27.75,27.702189483385353385,603293,1097,16712537.00,128401,21.28,0.85,0.65
18-February-2016,28.00,28.55,26.80,27.60,27.693505876387092427,1127989,2005,31237970.00,272258,24.14,1.75,-0.40
17-February-2016,27.10,27.90,26.20,27.75,27.112196975665367522,1078915,1900,29251756.00,221761,20.55,1.70,0.65
16-February-2016,27.40,28.55,26.60,27.05,27.504170872696491378,2209130,3999,60760289.00,385636,17.46,1.95,-0.35
15-February-2016,25.70,27.45,25.35,26.50,26.611343036789814865,1345019,2793,35792762.00,360036,26.77,2.10,0.80
12-February-2016,24.55,25.20,22.45,24.80,23.985446748700195865,3380894,5623,81092253.00,538294,15.92,2.75,0.25
11-February-2016,25.50,25.85,23.80,24.15,24.957289899788100403,993395,1990,24792447.00,354531,35.69,2.05,-1.35
10-February-2016,25.95,26.10,25.20,25.80,25.671926227420826463,687193,1454,17641568.00,276380,40.22,0.90,-0.15
9-February-2016,25.80,26.25,25.30,26.10,25.918931084187569325,559857,1238,14510895.00,166800,29.79,0.95,0.30
8-February-2016,26.15,26.80,26.00,26.10,26.423084851717571512,776154,1418,20508383.00,210611,27.14,0.80,-0.05
5-February-2016,25.60,26.40,25.00,26.15,25.686431412806364686,974125,2003,25021795.00,214843,22.05,1.40,0.55
4-February-2016,26.60,26.85,24.90,25.20,25.747188252721493151,1207701,2060,31094905.00,467650,38.72,1.95,-1.40
3-February-2016,26.75,26.95,25.75,26.10,26.205511864433830893,1002492,1880,26270816.00,373387,37.25,1.20,-0.65
2-February-2016,28.70,28.75,27.10,27.30,27.945875410040130533,706943,1170,19756141.00,161010,22.78,1.65,-1.40
